Date,Close/Last,Volume,Open,High,Low
12/29/2022,$6.40,42694170,$6.10,$6.525,$6.10
12/28/2022,$6.07,30096790,$5.98,$6.17,$5.95
12/27/2022,$6.00,34573340,$6.15,$6.22,$5.92
12/23/2022,$6.29,20418980,$6.27,$6.30,$6.07
12/22/2022,$6.32,28065980,$6.37,$6.38,$6.18
12/21/2022,$6.50,34408620,$6.24,$6.52,$6.04
12/20/2022,$6.31,30215580,$6.29,$6.54,$6.20
12/19/2022,$6.35,41511620,$6.80,$6.83,$6.32
12/16/2022,$6.90,32655550,$7.02,$7.08,$6.76
12/15/2022,$7.01,25417150,$7.17,$7.298,$7.01
12/14/2022,$7.35,22653790,$7.50,$7.60,$7.265
12/13/2022,$7.50,41033830,$7.73,$7.97,$7.49
12/12/2022,$7.29,22672400,$7.11,$7.31,$7.09
12/09/2022,$7.11,23367310,$7.06,$7.19,$7.03
12/08/2022,$7.12,23107690,$7.10,$7.27,$6.94
12/07/2022,$7.07,28351610,$7.08,$7.35,$7.02
12/06/2022,$6.99,32868070,$7.19,$7.195,$6.88
12/05/2022,$7.19,32158150,$7.62,$7.695,$7.105
12/02/2022,$7.66,18794030,$7.615,$7.76,$7.50
12/01/2022,$7.86,34424380,$7.51,$7.88,$7.47
11/30/2022,$7.50,32745740,$7.14,$7.51,$7.0325
11/29/2022,$7.08,22150770,$7.20,$7.30,$7.05
11/28/2022,$7.16,19467050,$7.23,$7.40,$7.15
11/25/2022,$7.28,10824420,$7.32,$7.3394,$7.19
11/23/2022,$7.37,24182860,$7.25,$7.42,$7.12
11/22/2022,$7.22,27327800,$7.18,$7.25,$6.98
11/21/2022,$7.19,36605640,$7.31,$7.32,$7.07
11/18/2022,$7.39,27245240,$7.76,$7.79,$7.31
11/17/2022,$7.62,33746450,$7.83,$7.88,$7.525
11/16/2022,$8.06,28436000,$8.18,$8.24,$8.00
11/15/2022,$8.34,34454140,$8.45,$8.47,$8.155
11/14/2022,$8.10,37313250,$8.18,$8.32,$7.953
11/11/2022,$8.41,55324140,$7.48,$8.42,$7.375
11/10/2022,$7.64,58579780,$7.46,$7.97,$7.43
11/09/2022,$6.98,42517300,$7.12,$7.185,$6.95
11/08/2022,$7.21,56353930,$7.08,$7.42,$6.91
11/07/2022,$7.02,99332840,$7.78,$7.85,$6.89
11/04/2022,$7.93,64338930,$8.19,$8.20,$7.65
11/03/2022,$8.08,36419550,$8.07,$8.30,$7.87
11/02/2022,$8.22,36042600,$8.70,$8.76,$8.20
11/01/2022,$8.65,29799980,$8.99,$9.06,$8.56
10/31/2022,$8.79,31376110,$8.59,$8.83,$8.43
10/28/2022,$8.64,20697360,$8.55,$8.66,$8.365
10/27/2022,$8.60,28940840,$8.68,$8.78,$8.46
10/26/2022,$8.57,33606930,$8.48,$9.05,$8.39
10/25/2022,$8.66,31001500,$8.36,$8.66,$8.36
10/24/2022,$8.27,28062250,$8.30,$8.30,$8.01
10/21/2022,$8.29,30705740,$7.93,$8.32,$7.81
10/20/2022,$8.04,26689510,$7.73,$8.26,$7.73
10/19/2022,$7.91,26593980,$8.06,$8.125,$7.845
10/18/2022,$8.16,37120360,$8.15,$8.33,$8.04
10/17/2022,$7.94,31751690,$7.71,$8.06,$7.69
10/14/2022,$7.53,37484780,$8.23,$8.31,$7.53
10/13/2022,$8.08,36040850,$7.74,$8.20,$7.565
10/12/2022,$8.07,30201560,$8.06,$8.10,$7.82
10/11/2022,$8.04,40775760,$7.99,$8.295,$7.70
10/10/2022,$8.06,26923340,$8.17,$8.18,$7.88
10/07/2022,$8.15,29550480,$8.26,$8.28,$8.11
10/06/2022,$8.47,27653440,$8.40,$8.60,$8.315
10/05/2022,$8.42,37790220,$8.26,$8.485,$8.075
10/04/2022,$8.46,36313340,$8.48,$8.61,$8.34
10/03/2022,$8.24,35523980,$8.145,$8.30,$7.97
09/30/2022,$8.13,47454790,$8.01,$8.50,$7.9709
09/29/2022,$8.08,57908660,$8.05,$8.33,$7.78
09/28/2022,$7.94,31955950,$7.63,$8.00,$7.62
09/27/2022,$7.63,31794680,$7.69,$7.835,$7.46
09/26/2022,$7.53,45429790,$7.35,$7.83,$7.35
09/23/2022,$7.40,34197320,$7.20,$7.42,$7.13
09/22/2022,$7.37,49138290,$7.74,$7.74,$7.24
09/21/2022,$7.69,36814510,$7.72,$8.07,$7.655
09/20/2022,$7.62,30349630,$7.78,$7.915,$7.60
09/19/2022,$7.86,29238770,$7.64,$7.86,$7.58
09/16/2022,$7.78,42155540,$7.75,$7.93,$7.64
09/15/2022,$8.01,51700630,$7.47,$8.10,$7.45
09/14/2022,$7.63,29422540,$7.45,$7.63,$7.33
09/13/2022,$7.48,29770660,$7.63,$7.66,$7.45
09/12/2022,$8.01,30544820,$7.86,$8.03,$7.82
09/09/2022,$7.79,27860610,$7.68,$7.82,$7.64
09/08/2022,$7.53,26303600,$7.33,$7.53,$7.27
09/07/2022,$7.39,30329960,$7.27,$7.43,$7.18
09/06/2022,$7.28,30429420,$7.45,$7.46,$7.17
09/02/2022,$7.40,25965040,$7.67,$7.67,$7.35
09/01/2022,$7.49,39079700,$7.61,$7.62,$7.22
08/31/2022,$7.72,28691530,$7.95,$8.00,$7.70
08/30/2022,$7.79,27189200,$7.93,$7.975,$7.68
08/29/2022,$7.81,28566220,$7.82,$7.9983,$7.76
08/26/2022,$7.94,34150360,$8.42,$8.43,$7.93
08/25/2022,$8.42,25635570,$8.22,$8.43,$8.05
08/24/2022,$8.10,26576410,$8.04,$8.36,$7.98
08/23/2022,$8.01,25658540,$8.10,$8.28,$8.00
08/22/2022,$8.07,37824870,$8.32,$8.40,$8.06
08/19/2022,$8.51,40560190,$9.00,$9.01,$8.48
08/18/2022,$9.15,26365590,$9.42,$9.47,$9.12
08/17/2022,$9.43,33933630,$9.56,$9.6188,$9.33
08/16/2022,$9.74,40681240,$9.85,$9.88,$9.36
08/15/2022,$9.91,33263350,$9.82,$10.10,$9.76
08/12/2022,$9.91,30638190,$9.55,$9.97,$9.42
08/11/2022,$9.42,44790860,$9.76,$10.05,$9.40
08/10/2022,$9.59,46054910,$9.51,$9.66,$9.32
08/09/2022,$9.25,58788930,$9.54,$9.57,$9.01
08/08/2022,$9.82,125272600,$9.77,$10.40,$9.71
08/05/2022,$11.45,50264850,$11.01,$11.62,$10.85
08/04/2022,$11.32,32093380,$11.19,$11.41,$11.03
08/03/2022,$11.20,35796470,$11.08,$11.34,$11.04
08/02/2022,$10.92,40958810,$10.32,$11.23,$10.26
08/01/2022,$10.47,31694730,$10.25,$10.70,$10.1216
07/29/2022,$10.35,31106610,$10.01,$10.35,$9.92
07/28/2022,$10.13,27172850,$10.03,$10.20,$9.74
07/27/2022,$10.02,29810930,$9.67,$10.03,$9.50
07/26/2022,$9.40,21997820,$9.66,$9.66,$9.38
07/25/2022,$9.68,21484980,$9.83,$9.85,$9.52
07/22/2022,$9.84,38915500,$10.35,$10.57,$9.73
07/21/2022,$10.49,51691190,$10.37,$10.76,$10.22
07/20/2022,$10.11,40845160,$9.44,$10.20,$9.44
07/19/2022,$9.34,29033770,$9.15,$9.37,$8.89
07/18/2022,$9.03,32428360,$9.25,$9.45,$9.005
07/15/2022,$9.04,34918130,$9.01,$9.12,$8.65
07/14/2022,$8.90,26702070,$9.23,$9.28,$8.85
07/13/2022,$9.28,32461300,$9.22,$9.55,$9.05
07/12/2022,$9.49,42765810,$9.66,$9.9599,$9.27
07/11/2022,$9.56,34049500,$9.98,$9.9938,$9.53
07/08/2022,$10.17,36737070,$9.92,$10.38,$9.83
07/07/2022,$10.18,35672510,$9.76,$10.28,$9.75
07/06/2022,$9.80,54604340,$10.01,$10.31,$9.74
07/05/2022,$10.07,55913040,$9.14,$10.10,$9.00
07/01/2022,$9.27,33504390,$9.11,$9.43,$9.0305
06/30/2022,$9.07,33636400,$9.02,$9.19,$8.72
06/29/2022,$9.23,40408660,$9.35,$9.42,$9.07
06/28/2022,$9.31,45683160,$9.57,$9.88,$9.19
06/27/2022,$9.62,44767950,$10.15,$10.16,$9.51
06/24/2022,$10.19,67826050,$9.53,$10.20,$9.48
06/23/2022,$9.46,44618050,$9.02,$9.50,$8.84
06/22/2022,$9.01,43486260,$8.52,$9.285,$8.45
06/21/2022,$8.71,48887630,$8.59,$9.05,$8.56
06/17/2022,$8.24,45517990,$7.70,$8.33,$7.69
06/16/2022,$7.67,36793540,$7.84,$7.985,$7.58
06/15/2022,$8.12,38235300,$7.92,$8.30,$7.815
06/14/2022,$7.82,30564140,$7.735,$7.98,$7.585
06/13/2022,$7.64,40942970,$7.99,$8.00,$7.50
06/10/2022,$8.26,30293240,$8.48,$8.58,$8.14
06/09/2022,$8.68,30588230,$9.13,$9.16,$8.67
06/08/2022,$9.18,29056310,$9.18,$9.42,$9.09
06/07/2022,$9.13,28049430,$8.89,$9.14,$8.73
06/06/2022,$8.98,35101110,$9.11,$9.21,$8.78
06/03/2022,$8.94,36632340,$9.04,$9.25,$8.86
06/02/2022,$9.30,41479910,$8.54,$9.39,$8.4606
